line_id	speaker	jp_name	jp_text	cn_name	cn_text	tw_name	tw_text	vn_name	vn_text
256	双鉄		「ああ、だから鉱山鉄道というものがあるのだな。\nれいなとキハ[レイナナ,1]07も、その横穴を走っていたのか？」	双铁	「啊，所以才会有矿山铁路啊。玲奈和Ｋｉｈａ０７，也曾经在那条横向隧道中行驶过吗？」	雙鐵	「啊，所以才會有礦山鐵路啊。玲奈和Ｋｉｈａ０７，也曾經在那條橫向隧道中行駛過嗎？」		
257	れいな		「そおですねぇ、\n横穴をずうっと、歩いていったら大変ですよねぇ」	玲奈	「这个嘛，要是步行穿越那条隧道，可是很累人的」	玲奈	「這個嘛，要是步行穿越那條隧道，可是很累人的」		
258			れいなは同意し、\n同意しながらもくすくす笑う。		玲奈在回答的同时，依然笑得很开心。		玲奈在回答的同時，依然笑得很開心。		
259	れいな		「けど、れいなたちは[こうない,1]坑内は走らなかったですよぉ？\n坑内を走るのは、トロッコさんか[じんしゃ,1]人車さんですぅ」	玲奈	「不过，玲奈和Ｋｉｈａ０７没有在坑道内行驶过哦。在坑道内行驶的是矿车和人车」	玲奈	「不過，玲奈和Ｋｉｈａ０７沒有在坑道內行駛過哦。在坑道內行駛的是礦車和人車」		
260	双鉄		「じんしゃ？」	双铁	「人车？」	雙鐵	「人車？」		
261	れいな		「人の車、って書いて、人車です。\n鉱夫さんたちを採掘の現場まで乗せていく車輌ですぅ」	玲奈	「人车，就是载人矿车。送矿工们前往采挖现场的车辆」	玲奈	「人車，就是載人礦車。送礦工們前往採挖現場的車輛」		
262	双鉄		「なるほど。\nつまりは、坑道内専用の\x%l客車;#00ffc040;客車%l;#;のようなものか」	双铁	「原来如此。也就等于是坑道专用\x%l客車;#00ffc040;客运车厢%l;#;啊」	雙鐵	「原來如此。也就等於是坑道專用\x%l客車;#00ffc040;客運車廂%l;#;啊」		
263	れいな		「そおですねぇ。鉱山で\x%l列車;#00ffc040;列車%l;#;っていったら貨物ですから。\n人だけを運ぶのは、特別に人車って呼ぶんです」	玲奈	「是呀。因为矿山的\x%l列車;#00ffc040;列车%l;#;都是用来运货的，所以才将专门运人的车辆区分开来，称作“人车”」	玲奈	「是呀。因為礦山的\x%l列車;#00ffc040;列車%l;#;都是用來運貨的，所以才將專門運人的車輛區分開來，稱作“人車”」		
264			懐かしそうに、れいなの瞳が細められる。\n記憶の隅にある光景と、不意に重なる。		玲奈就像在怀念过去一般，眯起了眼睛。这一举动，无意间唤醒了我的记忆。		玲奈就像在懷念過去一般，眯起了眼睛。這一舉動，無意間喚醒了我的記憶。		
265	双鉄		「ああ……そういえば初めて会った時にも言っていたな」	双铁	「啊……说起来，我们刚认识时你也说过啊」	雙鐵	「啊……說起來，我們剛認識時你也說過啊」		
266	れいな		「れいながですかぁ？」	玲奈	「玲奈说过什么吗？」	玲奈	「玲奈說過什麼嗎？」		
267			きょとんとした顔。\nれいなはあるいは、覚えてないのかもしれないが――		玲奈做出困惑的表情。她自己或许是已经不记得了——		玲奈做出困惑的表情。她自己或許是已經不記得了——		
268	双鉄		「うん。ハチロクが『貨物を？』と尋ね、\nれいなは、その質問に頷いていた」	双铁	「嗯。八六问你“是运送货物吗？”，你点头给予了肯定」	雙鐵	「嗯。八六問你“是運送貨物嗎？”，你點頭給予了肯定」		
269	れいな		「わぁぁ、うれしいですよぉ。えへへぇ、そうてつさん、\nそんなことまで、覚えてくれてるんですねぇ」	玲奈	「哇，好高兴。哎嘿嘿，没想到双铁先生连这种小事都记得呀」	玲奈	「哇，好高興。哎嘿嘿，沒想到雙鐵先生連這種小事都記得呀」		
270	双鉄		「ああ。多分、驚いたんだろうな。\nこんなに小さな\x%lレイルロオド;#00ffc040;レイルロオド%l;#;が、貨物をか――と」	双铁	「嗯。或许是因为我当时很吃惊吧。想着这么小的一个\x%lレイルロオド;#00ffc040;铁路人偶%l;#;，竟然要运送货物」	雙鐵	「嗯。或許是因為我當時很吃驚吧。想著這麼小的一個\x%lレイルロオド;#00ffc040;鐵路人偶%l;#;，竟然要運送貨物」		
271	れいな		「れいなも、キハ[レイナナ,1]07も、力持ちさんですから」	玲奈	「因为玲奈和Ｋｉｈａ０７都是大力士」	玲奈	「因為玲奈和Ｋｉｈａ０７都是大力士」		
272			ほそっこい腕を直角に曲げ、\n力コブでも見せようかというポーズを決める。		她将胳膊弯成直角，做出展示肌肉的动作。		她將手臂彎成直角，做出展示肌肉的動作。		
273			あいにく腕には、少しの盛り上がりさえ見えないが。		可惜她的上臂没有出现任何起伏。		可惜她的上臂沒有出現任何起伏。		
274	れいな		「\x%lキハ07;#00ffc040;キハ07%l;#;は鉱夫さんや技師さんや、そのご家族を乗せて。\nそれでそのとき、\x%l貨車;#00ffc040;貨車%l;#;も一緒に引っ張ってたんです」	玲奈	「\x%lキハ07;#00ffc040;Ｋｉｈａ０７%l;#;会载上矿工和技工，还有他们的家人。同时还会挂上\x%l貨車;#00ffc040;货运车厢%l;#;」	玲奈	「\x%lキハ07;#00ffc040;Ｋｉｈａ０７%l;#;會載上礦工和技工，還有他們的家人。同時還會掛上\x%l貨車;#00ffc040;貨運車廂%l;#;」		
275	双鉄		「\x%l客車;#00ffc040;客車%l;#;の役割を果たしつつ、\n\x%l貨車;#00ffc040;貨車%l;#;を牽引もしてたのか」	双铁	「在履行\x%l客車;#00ffc040;客运车厢%l;#;职责的同时，还要牵引\x%l貨車;#00ffc040;货运车厢%l;#;啊」	雙鐵	「在履行\x%l客車;#00ffc040;客運車廂%l;#;職責的同時，還要牽引\x%l貨車;#00ffc040;貨運車廂%l;#;啊」		
276	れいな		「ですねぇ。[かたがみ,1]硬上ではふつーのことでした。\n[ていてつ,1]帝鉄さんだと、混合\x%l列車;#00ffc040;列車%l;#;とかいったみたいですねぇ」	玲奈	「是呀。这在片上矿山是很常见的。听说帝国铁路将其称为混合\x%l列車;#00ffc040;列车%l;#;」	玲奈	「是呀。這在片上礦山是很常見的。聽說帝國鐵路將其稱為混合\x%l列車;#00ffc040;列車%l;#;」		
277	双鉄		「混合\x%l列車;#00ffc040;列車%l;#;か、面白そうだな。というか、ああ、いや……\nマイントレジャーでやるのも、いわば」	双铁	「混合\x%l列車;#00ffc040;列车%l;#;吗，听起来很有趣。话说回来……啊，我们的煤探乐园，其实也是——」	雙鐵	「混合\x%l列車;#00ffc040;列車%l;#;嗎，聽起來很有趣。話說回來……啊，我們的煤探樂園，其實也是——」		
278	れいな		「そおですねぇ、体験採掘で掘った石炭を\x%l貨車;#00ffc040;貨車%l;#;につむなら、\nそれも立派な、混合\x%l列車;#00ffc040;列車%l;#;になるってれいな、思いますぅ」	玲奈	「是呀。玲奈觉得，如果要将采煤体验中采到的煤炭装进\x%l貨車;#00ffc040;货运车厢%l;#;，那么就完全称得上是混合\x%l列車;#00ffc040;列车%l;#;了」	玲奈	「是呀。玲奈覺得，如果要將採煤體驗中採到的煤炭裝進\x%l貨車;#00ffc040;貨運車廂%l;#;，那麼就完全稱得上是混合\x%l列車;#00ffc040;列車%l;#;了」		
279	双鉄		「となると、混合\x%l列車;#00ffc040;列車%l;#;という名称を使うべきかもしれんな。\n物珍しく、観光気分が高まりそうだ」	双铁	「那么，我们或许应该用上混合\x%l列車;#00ffc040;列车%l;#;这一名称。有种稀奇的感觉，应该能烘托观光的氛围」	雙鐵	「那麼，我們或許應該用上混合\x%l列車;#00ffc040;列車%l;#;這一名稱。有種稀奇的感覺，應該能烘托觀光的氛圍」		
280	れいな		「そおですかぁ？」	玲奈	「是吗？」	玲奈	「是嗎？」		
281			きょとん、とれいなは首を傾げ――\n次の瞬間、その表情を厳しい物にしてしまう。		玲奈歪过头去，好像在思考着什么——下一秒，她的表情变得严肃起来。		玲奈歪過頭去，好像在思考著什麼——下一秒，她的表情變得嚴肅起來。		
282	双鉄		「どうした、れいな」	双铁	「怎么了吗？玲奈」	雙鐵	「怎麼了嗎？玲奈」		
283	れいな		「ちょこっとだけ危ない感じかもですねぇ」	玲奈	「可能稍微有点危险呀」	玲奈	「可能稍微有點危險呀」		
284	双鉄		「危ないとは、なにがだ？」	双铁	「危险，是指什么？」	雙鐵	「危險，是指什麼？」		
285			僕の質問に答えずれいなは、ぐいぐいと体を押してくる。		玲奈没有回答我的提问，推着我的后背开始走了起来。		玲奈沒有回答我的提問，推著我的後背開始走了起來。		
286	れいな		「機械と設備のチェックはひととおりやりましたからぁ、\n念のため、早めにお外に出ておきましょお」	玲奈	「机器和设备大致上都检查完了。以防万一，还是早点出去吧」	玲奈	「機器和設備大致上都檢查完了。以防萬一，還是早點出去吧」		
287	双鉄		「うむ」	双铁	「嗯」	雙鐵	「嗯」		
288			鉱山の専門家のれいながそういうのなら、\n抗うなどはありえない。		既然身为矿山专家的玲奈这样说了，我也不可能有异议。		既然身為礦山專家的玲奈這樣說了，我也不可能有異議。		
289			ヒヤリとしたものを感じつつ、早足で坑道の外にでる。		我快步朝坑道外走去，发现自己后背正阵阵发凉。		我快步朝坑道外走去，發現自己後背正陣陣發涼。		
290	双鉄		「一体、なにがあったんだ？」	双铁	「到底出了什么事？」	雙鐵	「到底出了什麼事？」		
291			太陽の光を浴びた途端に、張り詰めていた気持ちが和らぐ。\nれいなも、ほっとしたような柔らかな表情に戻ってる。		在沐浴到阳光的一瞬间，紧张的气氛缓和下来。玲奈也仿佛松了一口气一般，变回了原先柔和的表情。		在沐浴到陽光的一瞬間，緊張的氣氛緩和下來。玲奈也彷彿鬆了一口氣一般，變回了原先柔和的表情。		
292	れいな		「空気が、\nちょこっとだけにごってるような気がしたんです」	玲奈	「玲奈刚才感觉空气有一点点浑浊」	玲奈	「玲奈剛才感覺空氣有一點點渾濁」		
293	双鉄		「濁る」	双铁	「浑浊」	雙鐵	「渾濁」		
294			言われてみれば、淀みというか……\n屋外のこの、さわやかな空気とは確かに違った。		经她一说我才想起，坑道内的空气总感觉有点不流通，与外边清新的空气的确有所不同。		經她一說我才想起，坑道內的空氣總感覺有點不流通，與外面清新的空氣的確有所不同。		
295			違ったのだが――		虽说如此——		雖說如此——		
296	双鉄		「坑道の、ごく浅いところにいたのだ。\nまさか、窒息などということもなかったろう」	双铁	「我们刚才还在坑道比较靠外的地方，总不会出现窒息之类的情况吧」	雙鐵	「我們剛才還在坑道比較靠外的地方，總不會出現窒息之類的情況吧」		
297	れいな		「ちっそくまでいかなくっても、\n炭鉱では、空気のにごりはすごく危ないんですよぉ」	玲奈	「就算不会引起窒息，煤矿的空气变浑浊也是非常危险的信号哦」	玲奈	「就算不會引起窒息，煤礦的空氣變渾濁也是非常危險的信號哦」		
298			ぱたぱたと、自分を仰ぐような手つき。\nれいなの鼻がクンっと動く。		玲奈用手将周围的空气扇过来，嗅了嗅气味。		玲奈用手將周圍的空氣扇過來，嗅了嗅氣味。		
299	れいな		「石炭は、メタンガスを含んでますから。\nそれが濃くなると、火がついてどかーんって」	玲奈	「煤炭中含有甲烷，一旦达到一定浓度，就会起火爆炸」	玲奈	「煤炭中含有甲烷，一旦達到一定濃度，就會起火爆炸」		
300	双鉄		「ああ――それは、僕も以前に聞いたな。しかし、\nゆえに、配線類は全て厳重に絶縁してあるのだろう？」	双铁	「啊——这个我也听说过。不过，配线不是为此经过了绝缘处理吗？」	雙鐵	「啊——這個我也聽說過。不過，配線不是為此經過了絕緣處理嗎？」		
301	れいな		「でもでも、誰も火も電気も使わなくっても、\n空気がよどんじゃうと、自然に爆発しちゃうんです」	玲奈	「可是可是，就算没人使用烟火、电力，当空气变得浑浊就会自然引发爆炸」	玲奈	「可是可是，就算沒人使用煙火、電力，當空氣變得渾濁就會自然引發爆炸」		
302	双鉄		「自然に？」	双铁	「自然引发？」	雙鐵	「自然引發？」		
303	れいな		「石炭のこまかぁい粉、[たんじん,1]炭塵がある程度こくなると、\n自然に発火して爆発しちゃうってれいな、聞きました」	玲奈	「玲奈听说当煤炭的粉末——煤灰到达一定浓度，就会自然起火爆炸」	玲奈	「玲奈聽說當煤炭的粉末——煤灰到達一定濃度，就會自然起火爆炸」		
304	双鉄		「そんな現象が起こるのか――」	双铁	「会发生这种事吗——」	雙鐵	「會發生這種事嗎——」		
305			ゾクリと、今さら背筋が寒くなる。\n状態がいかに良かろうと、何十年も放置されてた廃炭鉱だ。		到了现在，我才感到不寒而栗。无论保存状态再怎么好，那都是被闲置了几十年的废煤矿。		到了現在，我才感到不寒而慄。無論保存狀態再怎麼好，那都是被閒置了幾十年的廢煤礦。		
306			坑内の空気がどれほど危険な状態にあっても、\nまったく不思議なことでは無い。		坑道内的空气处于多危险的状态都不足为奇。		坑道內的空氣處於多危險的狀態都不足為奇。		
307	れいな		「炭鉱の危ないとこは他にもあって、\n川のお水が、流れこんできたりもするっても聞きました」	玲奈	「煤矿的危险之处不止这一个，玲奈还听说，矿坑里有可能进水」	玲奈	「煤礦的危險之處不止這一個，玲奈還聽說，礦坑裡有可能進水」		
308	双鉄		「確かに……可能性はあるな。\nここも、もろにクマ川の近くだ」	双铁	「的确……有这个可能性啊。这里毕竟是在隈河边上」	雙鐵	「的確……有這個可能性啊。這裡畢竟是在隈河邊上」		
309	れいな		「それから、もちろん落盤ですよねぇ」	玲奈	「还有一个，当然就是塌方了」	玲奈	「還有一個，當然就是塌方了」		
310	双鉄		「ううむ」	双铁	「嗯……」	雙鐵	「嗯……」		
311			安全が第一の義務であるのは、\n無論、鉄道に限った話ではない。		安全第一的原则，当然不仅限于铁路。		安全第一的原則，當然不僅限於鐵路。		
312			それは百も承知なのだが――		这点我自然是很清楚——		這點我自然是很清楚——		
313	双鉄		「……チェックし、クリアするべき項目は\n予想以上に、多岐にわたってしまうのだなぁ」	双铁	「……待排查项目涉及的方面比预想中还要多啊」	雙鐵	「……待排查項目涉及的方面比預想中還要多啊」		
314	れいな		「でもでも、機械と設備はほとんど生きてましたからぁ。\nこれなら予算、きっとあててもらえるですよぉ」	玲奈	「但是但是，机器和设备大部分都还能用。这样的话，预算一定能批下来的」	玲奈	「但是但是，機器和設備大部分都還能用。這樣的話，預算一定能批下來的」		
315	双鉄		「そうか。\nならば、僕らは仕事を果たせることとなるな」	双铁	「是吗。若是如此，我们今天的任务也就算完成了」	雙鐵	「是嗎。若是如此，我們今天的任務也就算完成了」		
316			本格的な調査をするなら、\nれいなの知識と能力でもやはり及ばない。		若要正式展开调查，仅凭玲奈的知识与能力仍然是不够的。		若要正式展開調查，僅憑玲奈的知識與能力仍然是不夠的。		
317			専門家による調査のための予備調査。\n――それも今回、僕らが果たすべきことのひとつだ。		在专家展开调查之前，进行预先调查——这也是我们今天的任务之一。		在專家展開調查之前，進行預先調查——這也是我們今天的任務之一。		
318	双鉄		「\x%lエアクラ;#00ffc040;エアクラ%l;#;工場誘致賛成派の議員の中にも、\nこの計画には賛同してくれそうな者もいると聞く」	双铁	「我听说在支持\x%lエアクラ;#00ffc040;空凝机%l;#;工厂落户的议员之中，也有一部分可能会支持我们的计划」	雙鐵	「我聽說在支持\x%lエアクラ;#00ffc040;空凝機%l;#;工廠落戶的議員之中，也有一部分可能會支持我們的計劃」		
319			マイントレジャーと炭鉱復活による、市の経済再生。		通过煤探乐园与重启煤矿，带动市内经济复苏——		通過煤探樂園與重啟煤礦，帶動市內經濟復甦——		
320			その実現可能性を見極めるための調査であれば、\n補正予算をあててもらえる可能性は十二分にある。		为了对这一计划的可行性进行调查，议会极有可能批准追加预算。		為了對這一計劃的可行性進行調查，議會極有可能批准追加預算。		
321	双鉄		「僕らが持ち帰る報告は、きっと揺れている者の背を押す。\nれいなのおかげで、いい方向へと進めそうだ」	双铁	「我们所带回去的报告一定会增加观望者对我们的信心。多亏了玲奈，事态有望朝好的方向发展了」	雙鐵	「我們所帶回去的報告一定會增加觀望者對我們的信心。多虧了玲奈，事態有望朝好的方向發展了」		
322	れいな		「それなら、れいなもうれしいですよぉ」	玲奈	「如果是这样，玲奈也很开心哦」	玲奈	「如果是這樣，玲奈也很開心哦」		
323			にこにこにこにこ。		玲奈灿烂地笑着。		玲奈燦爛地笑著。		
324			笑顔というのはそれだけで、\n見ている人を幸せにすると、つくづく思う。		我再次认识到，一个简简单单的笑容就能给周围的人带来幸福。		我再次認識到，一個簡簡單單的笑容就能給周圍的人帶來幸福。		
325	れいな		「じゃあ、もおちょっとだけがんばって、\nしゅくしゃの方も、確かめちゃいますかぁ？」	玲奈	「那要不要再努力努力，去调查一下宿舍那边？」	玲奈	「那要不要再努力努力，去調查一下宿舍那邊？」		
326	双鉄		「だな。その位の時間はまだ残ってる」	双铁	「是啊。时间应该还是够的」	雙鐵	「是啊。時間應該還是夠的」		
327	れいな		「わぁいです！\nなら、行きましょ――ふわわっ！？」	玲奈	「好耶！那就快走吧——呜哇哇！？」	玲奈	「好耶！那就快走吧——嗚哇哇！？」		
328	双鉄		「おっと」	双铁	「哎哟」	雙鐵	「哎喲」		
329			（がしっ）		（抓住）		（抓住）		
330	れいな		「わ！」	玲奈	「哇！」	玲奈	「哇！」		
331			大きく弾んだ一歩があまりに勢いづいて、\nれいなは危うくコケかけた。		玲奈兴高采烈地向前大大跨出一步，谁知用力过猛，使得她差一点摔倒。		玲奈興高采烈地向前大大跨出一步，誰知用力過猛，使得她差一點摔倒。		
332			前の経験がなかったのなら、\n今度も腕を、きっと掴めずにいただろう。		如果没有先前的经验，我猜我这次还是会来不及抓住她的胳膊。		如果沒有先前的經驗，我猜我這次還是會來不及抓住她的手臂。		
333			（ひょいっ）		（嘿咻）		（嘿咻）		
334	れいな		「わぁ！　また抱っこですぅ」	玲奈	「哇！又被抱起来了」	玲奈	「哇！又被抱起來了」		
335			そして今度のれいなの声は、\n純粋な喜びだけに満ちて聞こえる。		而这一次，玲奈的声音里似乎只剩下了喜悦。		而這一次，玲奈的聲音裡似乎只剩下了喜悅。		
336	双鉄		「このまま急ぐぞ。\n日がくれてしまっては、調査も難しくなるからな」	双铁	「就这样继续赶路吧。日落之后想要调查可就难了」	雙鐵	「就這樣繼續趕路吧。日落之後想要調查可就難了」		
337	れいな		「はいですぅ！」	玲奈	「好的！」	玲奈	「好的！」		
338			れいなの笑顔に、気を引き締める。		看着玲奈的笑容，我提醒自己绝不能松懈。		看著玲奈的笑容，我提醒自己絕不能鬆懈。		
339			油断をすれば僕の足先もいくらか弾み、\n危ういこととなりそうだから。		因为只要稍一大意，恐怕我的脚步也会变得飘飘然，那就不知会出什么危险了。		因為只要稍一大意，恐怕我的腳步也會變得飄飄然，那就不知會出什麼危險了。		
340	れいな		「わぁい！　あなた、おかえりなさいですぅ」	玲奈	「哇！亲爱的，你回来啦」	玲奈	「哇！親愛的，你回來啦」		
341			（むっ――「あなた」、なのか）		（唔——竟然是叫“亲爱的”吗）		（唔——竟然是叫“親愛的”嗎）		
342			てっきり僕がお父さん役かと思ったが、\n「あなた」と来るなら、亭主の役となるのだろう。		我还以为我扮演的是父亲，但她既然叫我“亲爱的”，那我应该是丈夫的角色吧。		我還以為我扮演的是父親，但她既然叫我“親愛的”，那我應該是丈夫的角色吧。		
343			生憎と、誰とも結婚したことは無いが――\nああ、そうか。父を思い出し、真似ればいいのか。		不巧的是，我还没结过婚——啊，对了。只要想起父亲的样子，模仿他就好了吧。		不巧的是，我還沒結過婚——啊，對了。只要想起父親的樣子，模仿他就好了吧。		
344	双鉄		「た、ただいま。ああ――うむ、疲れた」	双铁	「我、我回来了。啊——唔，好累啊」	雙鐵	「我、我回來了。啊——唔，好累啊」		
345	れいな		「うふふぅ、おしごと、おつかれさまですぅ」	玲奈	「嘻嘻嘻，上班辛苦啦」	玲奈	「嘻嘻嘻，上班辛苦啦」		
346			こことても、\n放置されてからもう十年以上は経ってるだろう。		这间屋子，应该也已经闲置十几年了吧。		這間屋子，應該也已經閒置十幾年了吧。		
347			が、驚くほどに状態がいい。\n畳に腰を下ろすことにも、さほど抵抗が無いほどに。		但是，保存状态却出奇地好。就算要坐到榻榻米上，我也不会有所抗拒。		但是，保存狀態卻出奇地好。就算要坐到榻榻米上，我也不會有所抗拒。		
348	れいな		「ごはんにしますかぁ？　おふろにしますかぁ？」	玲奈	「要先吃饭吗？还是先洗澡？」	玲奈	「要先吃飯嗎？還是先洗澡？」		
349	双鉄		「ごはん――っと、ああいや。\n炭鉱労働の帰りで真っ黒だからな、やはりおふろだ」	双铁	「先吃饭——啊，不对。刚采完煤回来，浑身黑漆漆的，还是先洗澡吧」	雙鐵	「先吃飯——啊，不對。剛采完煤回來，渾身黑漆漆的，還是先洗澡吧」		
350	れいな		「はぁい、わかしてありますよぉ」	玲奈	「好的，洗澡水已经准备好了哦」	玲奈	「好的，洗澡水已經準備好了哦」		
351			ぱたぱたと奥の方へと軽やかな足音が飛んでいき――\nけれども「あ」と、短い声に止まってしまう。		她迈着轻盈的步子跑进里屋——却又突然停了下来，发出一声短短的惊呼。		她邁著輕盈的步子跑進裡屋——卻又突然停了下來，發出一聲短短的驚呼。		
352			ああ、ならば……風呂場は多分、\n相当に荒れているのだろう。		啊，那也就是说……浴室里面应该很杂乱吧。		啊，那也就是說……浴室裡面應該很雜亂吧。		
353	双鉄		「と思ったが、空腹がいささか耐え難い。\nやはり、ごはんにしてもらえるか？」	双铁	「我又改主意了，肚子饿得有些受不了。我们还是先吃饭吧？」	雙鐵	「我又改主意了，肚子餓得有些受不了。我們還是先吃飯吧？」		
354	れいな		「はぁい、今日は、肉じゃがと、\nおネギとお麩のお味噌汁ですよぉ」	玲奈	「好的，今天有土豆炖肉，还有葱和面筋熬成的味噌汤哦」	玲奈	「好的，今天有馬鈴薯燉肉，還有蔥和麵筋熬成的味噌湯哦」		
355	双鉄		「ほう、旨そうだな」	双铁	「喔，看起来真诱人」	雙鐵	「喔，看起來真誘人」		
356			この宿舎内の部屋をみるなり、\n「おままごとをしてみたい」と僕にねだった――		玲奈一看到宿舍里的这间屋子，就央求着我说“想玩过家家”——		玲奈一看到宿舍裡的這間屋子，就央求著我說“想玩扮家家酒”——		
357			れいなが憧れてたという、炭鉱の人の普通の暮らしは、\nきっと、肉じゃがと味噌汁との温かさなのだろう。		她所向往的煤矿工人的日常生活，或许就是一盘土豆炖肉、一碗味噌汤的温暖吧。		她所嚮往的煤礦工人的日常生活，或許就是一盤馬鈴薯燉肉、一碗味噌湯的溫暖吧。		
358	双鉄		「もぐもぐ……ああ、旨い。\n一日の疲れがとれていくようだ」	双铁	「啊呜啊呜……啊，真好吃。一天下来的疲劳感都消失不见了」	雙鐵	「啊嗚啊嗚……啊，真好吃。一天下來的疲勞感都消失不見了」		
359	れいな		「うふふぅ、\nおいしそうに食べてもらえて嬉しいですよぉ」	玲奈	「嘿嘿嘿，看你吃得这么津津有味，玲奈好高兴哦」	玲奈	「嘿嘿嘿，看你吃得這麼津津有味，玲奈好高興哦」		
360			……芝居を意識し、ぎくしゃくとしてしまった顔が、\nれいなの自然な笑顔につられ、ほぐされる。		……我因为不习惯演戏而有些生硬的表情，被玲奈自然而然的笑容所感染，渐渐放松下来。		……我因為不習慣演戲而有些生硬的表情，被玲奈自然而然的笑容所感染，漸漸放鬆下來。		
361	れいな		「今日のお仕事は、どうでしたか？」	玲奈	「今天都做了些什么呀？」	玲奈	「今天都做了些什麼呀？」		
362	双鉄		「う、ううむ――」	双铁	「唔、唔——」	雙鐵	「唔、唔——」		
363			そういったアドリブは得意ではない。\nならば――		我并不擅长这种即兴表演。既然如此——		我並不擅長這種即興表演。既然如此——		
364			ああ、そうか。\n実際のことを言えばいいのか。		对啊。只要说真话就好了。		對啊。只要說真話就好了。		
365	双鉄		「今日は、予備調査の仕事をしてきた。\n予算をつけて本調査に入るための、大事な仕事だ」	双铁	「今天我们进行了预先调查。这是为了使预算获批，从而展开正式调查而做的重要准备」	雙鐵	「今天我們進行了預先調查。這是為了使預算獲批，從而展開正式調查而做的重要準備」		
366	れいな		「あ」	玲奈	「啊」	玲奈	「啊」		
367			にへっと、こどもじみた笑み。\nれいなの笑顔は、いくつもいくつも変化をみせて面白い。		玲奈露出了孩童般稚气的笑容。她的笑有着各种各样的变化，让我觉得很有趣。		玲奈露出了孩童般稚氣的笑容。她的笑有著各式各樣的變化，讓我覺得很有趣。		
368	れいな		「お仕事のできばえは、どおでしたかぁ」	玲奈	「工作完成得怎么样呀」	玲奈	「工作完成得怎麼樣呀」		
369	双鉄		「上々だった。パートナーが素晴らしかったからな」	双铁	「很完美。因为我有个出色的搭档」	雙鐵	「很完美。因為我有個出色的搭檔」		
370	れいな		「わわっ」	玲奈	「哇哇」	玲奈	「哇哇」		
371			今度はポっと、照れ笑い。		这次，又变成了羞涩的笑容。		這次，又變成了羞澀的笑容。		
372			僕が本当の事を言ってるだけだと、\nどうやられいなも、理解した。		看来玲奈也发现了，我说的是实际发生的事情。		看來玲奈也發現了，我說的是實際發生的事情。		
373	双鉄		「僕に気づかぬことに気づいて、見えないものを見ていた。\n知識も豊富で、僕はまるきり役立たずだったような気さえ」	双铁	「她发现了我所忽略的事情，看到了我所忽视的东西。她博学多识，我甚至觉得自己都没派上用场」	雙鐵	「她發現了我所忽略的事情，看到了我所忽視的東西。她博學多識，我甚至覺得自己都沒派上用場」		
374	れいな		「そんなことないです！　そうてつさんがいてくれたから、\nれいな、さみしいきもちにならなかったですから！　あ」	玲奈	「才不是这样！因为有双铁先生在，玲奈才没有感到落寞！啊」	玲奈	「才不是這樣！因為有雙鐵先生在，玲奈才沒有感到落寞！啊」		
375			役が、壊れた。		演砸了。		演砸了。		
376			れいなの顔は残念そうで、\nけれどもやはり、楽しげだ。		玲奈看上去有几分遗憾，但还是很高兴。		玲奈看起來有幾分遺憾，但還是很高興。		
377	双鉄		「ふふっ、\nままごとというのも、なかなか難しい物だな」	双铁	「呵呵，没想到过家家还挺难的啊」	雙鐵	「呵呵，沒想到扮家家酒還挺難的啊」		
378	れいな		「そおですねぇ。れいな、\n途中から、ほんとのれいなにもどっちゃいましたぁ」	玲奈	「是呀。玲奈演到一半，就变回玲奈自己了」	玲奈	「是呀。玲奈演到一半，就變回玲奈自己了」		
379			また照れ笑い。\n少し、悔しさも入り混じえ。		又是羞涩的笑容。这次，又夹杂了几分不甘。		又是羞澀的笑容。這次，又夾雜了幾分不甘。		
380	れいな		「れいな、たーくさんのひとたちのくらしを見てきたから、\nもっと上手にできるかなぁって思ったんですけど」	玲奈	「玲奈看到过许多人的日常生活，还以为能演得更好的」	玲奈	「玲奈看到過許多人的日常生活，還以為能演得更好的」		
381			少しだけ俯いてしまった頭に、手を伸ばす。		玲奈有些失落地低下了头，我伸手去抚摸她的头发。		玲奈有些失落地低下了頭，我伸手去撫摸她的頭髮。		
382			ポーレットがいつもしているように、\nれいなの髪を、撫でずにはいられない気持ちになって。		我无法再抑制这样的冲动，就如波莱特平日里所做的那样，轻轻地抚摸着她的小脑袋。		我無法再抑制這樣的衝動，就如波萊特平日裡所做的那樣，輕輕地撫摸著她的小腦袋。		
383	双鉄		「……芝居で、上手にくらしを演じる必要などないさ」	双铁	「……你不需要去努力演好别人的生活」	雙鐵	「……你不需要去努力演好別人的生活」		
384	れいな		「そうてつ、さん？」	玲奈	「双铁先生？」	玲奈	「雙鐵先生？」		
385	双鉄		「れいなは素敵に、れいなのくらしをくらしてる。\nポーレットと一緒に、僕があこがれるほどのくらしを」	双铁	「你拥有自己的美好生活。你和波莱特一起，过着令我心生向往的美好生活」	雙鐵	「你擁有自己的美好生活。你和波萊特一起，過著令我心生嚮往的美好生活」		
386	れいな		「ふわわっ」	玲奈	「呼哇哇」	玲奈	「呼哇哇」		
387			一瞬にして、赤くなる。\nその熱が、僕の胸にまで伝わってくる。		她瞬间羞红了脸。看着她红得发烫的脸，我的胸口也开始发热。		她瞬間羞紅了臉。看著她紅得發燙的臉，我的胸口也開始發熱。		
